tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,0,7,8,-1,BASE,-1,-1
1,1,BUILD,1,64,22,-1,BASE,-1,-1
25,0,TRAIN,4,0,0,-1,PAWN,-1,-1
25,0,BUILD,0,2,13,-1,ARCHERY,-1,-1
25,1,TRAIN,5,0,0,-1,PAWN,-1,-1
25,1,BUILD,1,66,26,-1,BARRACKS,-1,-1
31,0,TRAIN,4,0,0,-1,PAWN,-1,-1
31,0,GATHER,8,0,0,-1,,2,4
31,1,TRAIN,5,0,0,-1,PAWN,-1,-1
31,1,GATHER,9,0,0,-1,,3,5
38,0,TRAIN,4,0,0,-1,PAWN,-1,-1
38,0,GATHER,10,0,0,-1,,2,4
38,1,GATHER,11,0,0,-1,,3,5
59,0,GATHER,12,0,0,-1,,2,4
129,1,TRAIN,5,0,0,-1,PAWN,-1,-1
170,1,GATHER,13,0,0,-1,,3,5
186,0,TRAIN,4,0,0,-1,PAWN,-1,-1
200,1,TRAIN,5,0,0,-1,PAWN,-1,-1
227,0,GATHER,14,0,0,-1,,2,4
241,1,TRAIN,5,0,0,-1,PAWN,-1,-1
241,1,GATHER,15,0,0,-1,,3,5
282,1,GATHER,16,0,0,-1,,3,5
365,1,GATHER,1,0,0,-1,,3,5
368,0,GATHER,0,0,0,-1,,2,4
405,1,TRAIN,7,0,0,-1,WARRIOR,-1,-1
832,0,BUILD,0,16,13,-1,MONASTERY,-1,-1
832,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
854,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
863,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
869,1,BUILD,1,70,17,-1,ARCHERY,-1,-1
872,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
881,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
896,0,GATHER,0,0,0,-1,,2,4
901,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
901,0,TRAIN,18,0,0,-1,MONK,-1,-1
910,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
927,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
927,0,TRAIN,18,0,0,-1,MONK,-1,-1
936,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
945,0,ATTACK,19,0,0,17,,-1,-1
945,0,ATTACK,21,0,0,13,,-1,-1
945,0,ATTACK,22,0,0,15,,-1,-1
945,0,ATTACK,23,0,0,11,,-1,-1
945,0,ATTACK,24,0,0,16,,-1,-1
945,0,ATTACK,25,0,0,9,,-1,-1
945,0,ATTACK,26,0,0,1,,-1,-1
945,0,ATTACK,27,0,0,5,,-1,-1
945,1,BUILD,1,64,13,-1,MONASTERY,-1,-1
945,1,TRAIN,20,0,0,-1,ARCHER,-1,-1
951,0,TRAIN,6,0,0,-1,ARCHER,-1,-1
951,0,TRAIN,18,0,0,-1,MONK,-1,-1
