tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,64,22,-1,BASE,-1,-1
1,1,BUILD,0,7,8,-1,BASE,-1,-1
222,0,TRAIN,4,0,0,-1,PAWN,-1,-1
222,0,BUILD,1,66,26,-1,BARRACKS,-1,-1
222,1,TRAIN,5,0,0,-1,PAWN,-1,-1
222,1,BUILD,0,2,13,-1,ARCHERY,-1,-1
263,0,TRAIN,4,0,0,-1,PAWN,-1,-1
263,0,GATHER,8,0,0,-1,,3,4
263,1,TRAIN,5,0,0,-1,PAWN,-1,-1
263,1,GATHER,9,0,0,-1,,2,5
304,0,GATHER,10,0,0,-1,,3,4
304,1,TRAIN,5,0,0,-1,PAWN,-1,-1
304,1,GATHER,11,0,0,-1,,2,5
345,1,GATHER,12,0,0,-1,,2,5
414,0,TRAIN,4,0,0,-1,PAWN,-1,-1
455,0,TRAIN,4,0,0,-1,PAWN,-1,-1
455,0,GATHER,13,0,0,-1,,3,4
471,1,TRAIN,5,0,0,-1,PAWN,-1,-1
496,0,GATHER,14,0,0,-1,,3,4
512,1,GATHER,15,0,0,-1,,2,5
526,0,TRAIN,4,0,0,-1,PAWN,-1,-1
567,0,GATHER,16,0,0,-1,,3,4
644,0,GATHER,1,0,0,-1,,3,4
644,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
