tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,0,6,13,-1,BASE,-1,-1
1,1,BUILD,1,63,15,-1,BASE,-1,-1
207,1,TRAIN,5,0,0,-1,PAWN,-1,-1
207,1,BUILD,1,65,20,-1,BARRACKS,-1,-1
211,0,TRAIN,4,0,0,-1,PAWN,-1,-1
211,0,BUILD,0,8,9,-1,ARCHERY,-1,-1
248,1,TRAIN,5,0,0,-1,PAWN,-1,-1
248,1,GATHER,8,0,0,-1,,3,5
252,0,TRAIN,4,0,0,-1,PAWN,-1,-1
252,0,GATHER,9,0,0,-1,,2,4
289,1,GATHER,10,0,0,-1,,3,5
293,0,TRAIN,4,0,0,-1,PAWN,-1,-1
293,0,GATHER,11,0,0,-1,,2,4
334,0,GATHER,12,0,0,-1,,2,4
339,1,TRAIN,5,0,0,-1,PAWN,-1,-1
380,1,GATHER,13,0,0,-1,,3,5
389,1,TRAIN,5,0,0,-1,PAWN,-1,-1
430,1,TRAIN,5,0,0,-1,PAWN,-1,-1
430,1,GATHER,14,0,0,-1,,3,5
452,0,TRAIN,4,0,0,-1,PAWN,-1,-1
471,1,GATHER,15,0,0,-1,,3,5
493,0,GATHER,16,0,0,-1,,2,4
558,1,BUILD,8,61,20,-1,ARCHERY,-1,-1
591,0,GATHER,0,0,0,-1,,2,4
622,0,BUILD,0,12,6,-1,MONASTERY,-1,-1
622,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
628,1,GATHER,1,0,0,-1,,3,5
628,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
672,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
753,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
834,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
915,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
958,1,BUILD,8,53,26,-1,MONASTERY,-1,-1
958,1,TRAIN,17,0,0,-1,ARCHER,-1,-1
996,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
1060,0,GATHER,0,0,0,-1,,2,4
1060,0,TRAIN,18,0,0,-1,MONK,-1,-1
1077,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
1158,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
1160,0,TRAIN,18,0,0,-1,MONK,-1,-1
1239,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
1320,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
1320,0,ATTACK,19,0,0,25,,-1,-1
1320,0,ATTACK,21,0,0,20,,-1,-1
1320,0,ATTACK,22,0,0,8,,-1,-1
1320,0,ATTACK,24,0,0,15,,-1,-1
1320,0,ATTACK,26,0,0,1,,-1,-1
1320,0,ATTACK,27,0,0,13,,-1,-1
1320,0,ATTACK,29,0,0,10,,-1,-1
1320,0,ATTACK,31,0,0,14,,-1,-1
1401,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
1401,0,ATTACK,32,0,0,25,,-1,-1
1482,0,TRAIN,7,0,0,-1,ARCHER,-1,-1
1482,0,ATTACK,33,0,0,25,,-1,-1
1500,1,GATHER,8,0,0,-1,,3,5
1500,1,TRAIN,23,0,0,-1,MONK,-1,-1
1500,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
1500,1,TRAIN,17,0,0,-1,ARCHER,-1,-1
