tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
2,0,BUILD,0,7,8,-1,BASE,-1,-1
2,1,BUILD,1,64,22,-1,BASE,-1,-1
25,0,TRAIN,4,0,0,-1,PAWN,-1,-1
25,0,BUILD,0,2,13,-1,ARCHERY,-1,-1
25,1,TRAIN,5,0,0,-1,PAWN,-1,-1
25,1,BUILD,1,66,26,-1,BARRACKS,-1,-1
29,0,TRAIN,4,0,0,-1,PAWN,-1,-1
29,0,GATHER,8,0,0,-1,,2,4
29,1,TRAIN,5,0,0,-1,PAWN,-1,-1
29,1,GATHER,9,0,0,-1,,3,5
33,0,TRAIN,4,0,0,-1,PAWN,-1,-1
33,0,GATHER,10,0,0,-1,,2,4
33,1,GATHER,11,0,0,-1,,3,5
37,0,GATHER,12,0,0,-1,,2,4
46,1,TRAIN,5,0,0,-1,PAWN,-1,-1
50,1,GATHER,13,0,0,-1,,3,5
56,1,TRAIN,5,0,0,-1,PAWN,-1,-1
58,0,TRAIN,4,0,0,-1,PAWN,-1,-1
60,1,GATHER,14,0,0,-1,,3,5
62,0,GATHER,15,0,0,-1,,2,4
64,1,TRAIN,5,0,0,-1,PAWN,-1,-1
68,1,GATHER,16,0,0,-1,,3,5
69,1,GATHER,1,0,0,-1,,3,5
70,0,GATHER,0,0,0,-1,,2,4
78,1,TRAIN,7,0,0,-1,WARRIOR,-1,-1
