tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,64,22,-1,BASE,-1,-1
1,1,BUILD,0,7,8,-1,BASE,-1,-1
24,0,TRAIN,4,0,0,-1,PAWN,-1,-1
24,0,BUILD,1,66,26,-1,BARRACKS,-1,-1
24,1,TRAIN,5,0,0,-1,PAWN,-1,-1
24,1,BUILD,0,2,13,-1,ARCHERY,-1,-1
28,0,TRAIN,4,0,0,-1,PAWN,-1,-1
28,0,GATHER,8,0,0,-1,,3,4
28,1,TRAIN,5,0,0,-1,PAWN,-1,-1
28,1,GATHER,9,0,0,-1,,2,5
32,0,GATHER,10,0,0,-1,,3,4
32,1,TRAIN,5,0,0,-1,PAWN,-1,-1
32,1,GATHER,11,0,0,-1,,2,5
36,1,GATHER,12,0,0,-1,,2,5
44,0,TRAIN,4,0,0,-1,PAWN,-1,-1
48,0,GATHER,13,0,0,-1,,3,4
50,1,TRAIN,5,0,0,-1,PAWN,-1,-1
52,0,TRAIN,4,0,0,-1,PAWN,-1,-1
54,1,GATHER,14,0,0,-1,,2,5
56,0,TRAIN,4,0,0,-1,PAWN,-1,-1
56,0,GATHER,15,0,0,-1,,3,4
60,0,GATHER,16,0,0,-1,,3,4
68,0,GATHER,1,0,0,-1,,3,4
69,1,GATHER,0,0,0,-1,,2,5
72,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
127,1,BUILD,0,16,13,-1,MONASTERY,-1,-1
127,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
138,0,BUILD,1,70,17,-1,ARCHERY,-1,-1
141,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
149,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
160,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
168,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
173,1,GATHER,0,0,0,-1,,2,5
182,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
189,0,BUILD,1,64,13,-1,MONASTERY,-1,-1
189,0,TRAIN,19,0,0,-1,ARCHER,-1,-1
190,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
190,1,TRAIN,18,0,0,-1,MONK,-1,-1
198,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
198,1,TRAIN,18,0,0,-1,MONK,-1,-1
200,1,TRAIN,18,0,0,-1,MONK,-1,-1
214,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
214,1,TRAIN,18,0,0,-1,MONK,-1,-1
220,1,TRAIN,18,0,0,-1,MONK,-1,-1
222,1,ATTACK,20,0,0,17,,-1,-1
222,1,ATTACK,21,0,0,26,,-1,-1
222,1,ATTACK,22,0,0,8,,-1,-1
