tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,0,6,13,-1,BASE,-1,-1
1,1,BUILD,1,63,15,-1,BASE,-1,-1
83,1,TRAIN,5,0,0,-1,PAWN,-1,-1
83,1,BUILD,1,65,20,-1,BARRACKS,-1,-1
91,1,TRAIN,5,0,0,-1,PAWN,-1,-1
91,1,GATHER,7,0,0,-1,,3,5
120,1,GATHER,8,0,0,-1,,3,5
172,1,TRAIN,5,0,0,-1,PAWN,-1,-1
175,0,TRAIN,4,0,0,-1,PAWN,-1,-1
175,0,BUILD,0,8,9,-1,ARCHERY,-1,-1
183,1,GATHER,1,0,0,-1,,3,5
185,1,GATHER,10,0,0,-1,,3,5
186,0,TRAIN,4,0,0,-1,PAWN,-1,-1
186,0,GATHER,11,0,0,-1,,2,4
187,1,TRAIN,5,0,0,-1,PAWN,-1,-1
193,0,TRAIN,4,0,0,-1,PAWN,-1,-1
193,0,GATHER,12,0,0,-1,,2,4
194,1,GATHER,13,0,0,-1,,3,5
196,1,TRAIN,5,0,0,-1,PAWN,-1,-1
196,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
200,0,GATHER,14,0,0,-1,,2,4
203,1,GATHER,15,0,0,-1,,3,5
205,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
221,0,TRAIN,4,0,0,-1,PAWN,-1,-1
228,0,GATHER,16,0,0,-1,,2,4
229,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
236,1,BUILD,1,60,21,-1,ARCHERY,-1,-1
243,0,GATHER,0,0,0,-1,,2,4
252,0,BUILD,0,12,6,-1,MONASTERY,-1,-1
252,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
253,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
263,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
303,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
312,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
341,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
408,0,GATHER,0,0,0,-1,,2,4
408,0,TRAIN,19,0,0,-1,MONK,-1,-1
408,1,BUILD,1,53,26,-1,MONASTERY,-1,-1
408,1,TRAIN,18,0,0,-1,ARCHER,-1,-1
410,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
410,1,ATTACK,17,0,0,14,,-1,-1
410,1,ATTACK,20,0,0,14,,-1,-1
410,1,ATTACK,22,0,0,14,,-1,-1
410,1,ATTACK,25,0,0,14,,-1,-1
411,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
446,1,TRAIN,18,0,0,-1,ARCHER,-1,-1
446,1,ATTACK,27,0,0,14,,-1,-1
449,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
452,0,TRAIN,19,0,0,-1,MONK,-1,-1
488,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
488,1,ATTACK,30,0,0,14,,-1,-1
504,1,ATTACK,31,0,0,14,,-1,-1
504,1,TRAIN,18,0,0,-1,ARCHER,-1,-1
516,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
585,1,ATTACK,34,0,0,14,,-1,-1
585,1,TRAIN,18,0,0,-1,ARCHER,-1,-1
597,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
628,1,ATTACK,36,0,0,14,,-1,-1
628,1,TRAIN,6,0,0,-1,WARRIOR,-1,-1
666,1,ATTACK,37,0,0,14,,-1,-1
666,1,TRAIN,18,0,0,-1,ARCHER,-1,-1
678,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
747,1,ATTACK,39,0,0,14,,-1,-1
747,1,TRAIN,18,0,0,-1,ARCHER,-1,-1
759,0,TRAIN,9,0,0,-1,ARCHER,-1,-1
759,0,ATTACK,21,0,0,27,,-1,-1
759,0,ATTACK,26,0,0,27,,-1,-1
759,0,ATTACK,32,0,0,27,,-1,-1
759,0,ATTACK,38,0,0,27,,-1,-1
759,0,ATTACK,40,0,0,27,,-1,-1
768,1,ATTACK,41,0,0,14,,-1,-1
