tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,63,15,-1,BASE,-1,-1
1,1,BUILD,0,6,13,-1,BASE,-1,-1
83,0,TRAIN,4,0,0,-1,PAWN,-1,-1
83,0,BUILD,1,65,20,-1,BARRACKS,-1,-1
88,0,TRAIN,4,0,0,-1,PAWN,-1,-1
88,0,GATHER,7,0,0,-1,,3,4
90,1,TRAIN,5,0,0,-1,PAWN,-1,-1
90,1,BUILD,0,8,9,-1,ARCHERY,-1,-1
93,0,GATHER,9,0,0,-1,,3,4
95,1,TRAIN,5,0,0,-1,PAWN,-1,-1
95,1,GATHER,10,0,0,-1,,2,5
100,0,TRAIN,4,0,0,-1,PAWN,-1,-1
100,1,TRAIN,5,0,0,-1,PAWN,-1,-1
100,1,GATHER,11,0,0,-1,,2,5
104,0,GATHER,12,0,0,-1,,3,4
104,1,GATHER,13,0,0,-1,,2,5
105,0,TRAIN,4,0,0,-1,PAWN,-1,-1
109,0,TRAIN,4,0,0,-1,PAWN,-1,-1
109,0,GATHER,14,0,0,-1,,3,4
113,0,GATHER,15,0,0,-1,,3,4
117,1,TRAIN,5,0,0,-1,PAWN,-1,-1
121,1,GATHER,16,0,0,-1,,2,5
123,0,BUILD,7,61,20,-1,ARCHERY,-1,-1
127,0,GATHER,1,0,0,-1,,3,4
128,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
129,1,GATHER,0,0,0,-1,,2,5
134,1,BUILD,0,12,6,-1,MONASTERY,-1,-1
134,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
139,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
142,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
147,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
155,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
156,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
163,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
164,0,BUILD,7,53,26,-1,MONASTERY,-1,-1
164,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
170,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
171,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
172,0,ATTACK,19,0,0,13,,-1,-1
172,0,ATTACK,22,0,0,13,,-1,-1
172,0,ATTACK,25,0,0,13,,-1,-1
172,0,ATTACK,27,0,0,13,,-1,-1
172,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
177,1,GATHER,0,0,0,-1,,2,5
177,1,TRAIN,18,0,0,-1,MONK,-1,-1
179,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
180,0,ATTACK,29,0,0,13,,-1,-1
180,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
184,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
184,0,ATTACK,30,0,0,13,,-1,-1
187,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
187,1,TRAIN,18,0,0,-1,MONK,-1,-1
188,0,ATTACK,33,0,0,13,,-1,-1
188,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
195,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
196,0,ATTACK,35,0,0,13,,-1,-1
196,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
198,0,ATTACK,37,0,0,13,,-1,-1
198,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
203,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
203,1,ATTACK,34,0,0,27,,-1,-1
203,1,ATTACK,28,0,0,27,,-1,-1
204,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
204,0,ATTACK,39,0,0,13,,-1,-1
204,1,ATTACK,23,0,0,27,,-1,-1
204,1,ATTACK,20,0,0,27,,-1,-1
205,1,ATTACK,38,0,0,27,,-1,-1
209,0,ATTACK,27,0,0,10,,-1,-1
209,0,ATTACK,29,0,0,10,,-1,-1
209,0,ATTACK,30,0,0,10,,-1,-1
209,0,ATTACK,37,0,0,10,,-1,-1
209,0,ATTACK,33,0,0,10,,-1,-1
209,0,ATTACK,35,0,0,10,,-1,-1
209,0,ATTACK,39,0,0,10,,-1,-1
209,1,TRAIN,5,0,0,-1,PAWN,-1,-1
210,0,ATTACK,19,0,0,10,,-1,-1
210,0,ATTACK,22,0,0,10,,-1,-1
210,0,ATTACK,25,0,0,10,,-1,-1
211,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
212,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
212,0,ATTACK,41,0,0,10,,-1,-1
212,0,ATTACK,42,0,0,10,,-1,-1
212,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
213,1,GATHER,43,0,0,-1,,2,5
218,0,ATTACK,29,0,0,11,,-1,-1
218,0,ATTACK,41,0,0,11,,-1,-1
218,0,ATTACK,30,0,0,11,,-1,-1
218,0,ATTACK,37,0,0,11,,-1,-1
218,0,ATTACK,33,0,0,11,,-1,-1
218,0,ATTACK,35,0,0,11,,-1,-1
218,0,ATTACK,39,0,0,11,,-1,-1
218,0,ATTACK,42,0,0,11,,-1,-1
218,1,TRAIN,5,0,0,-1,PAWN,-1,-1
219,0,GATHER,7,0,0,-1,,3,4
219,0,ATTACK,19,0,0,11,,-1,-1
219,0,ATTACK,22,0,0,11,,-1,-1
219,0,ATTACK,25,0,0,11,,-1,-1
219,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
220,0,TRAIN,24,0,0,-1,MONK,-1,-1
220,0,ATTACK,45,0,0,11,,-1,-1
220,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
222,1,GATHER,46,0,0,-1,,2,5
222,1,ATTACK,40,0,0,19,,-1,-1
222,1,ATTACK,34,0,0,19,,-1,-1
223,1,ATTACK,28,0,0,19,,-1,-1
224,0,ATTACK,41,0,0,16,,-1,-1
224,0,ATTACK,30,0,0,16,,-1,-1
224,0,ATTACK,37,0,0,16,,-1,-1
224,0,ATTACK,29,0,0,16,,-1,-1
224,0,ATTACK,33,0,0,16,,-1,-1
224,0,ATTACK,35,0,0,16,,-1,-1
224,0,ATTACK,39,0,0,16,,-1,-1
224,0,ATTACK,42,0,0,16,,-1,-1
224,0,ATTACK,45,0,0,16,,-1,-1
224,1,TRAIN,5,0,0,-1,PAWN,-1,-1
224,1,ATTACK,23,0,0,19,,-1,-1
225,0,ATTACK,19,0,0,16,,-1,-1
225,0,ATTACK,22,0,0,16,,-1,-1
225,0,ATTACK,25,0,0,16,,-1,-1
226,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
226,0,ATTACK,47,0,0,34,,-1,-1
227,1,TRAIN,8,0,0,-1,ARCHER,-1,-1
227,1,ATTACK,48,0,0,19,,-1,-1
227,1,ATTACK,44,0,0,19,,-1,-1
227,1,ATTACK,20,0,0,19,,-1,-1
227,1,ATTACK,31,0,0,19,,-1,-1
227,1,ATTACK,38,0,0,19,,-1,-1
228,0,ATTACK,50,0,0,34,,-1,-1
228,1,GATHER,49,0,0,-1,,2,5
228,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
229,1,HEAL,32,0,0,34,,-1,-1
229,1,HEAL,36,0,0,34,,-1,-1
230,0,TRAIN,24,0,0,-1,MONK,-1,-1
230,0,HEAL,51,0,0,19,,-1,-1
230,0,ATTACK,33,0,0,34,,-1,-1
230,0,ATTACK,41,0,0,34,,-1,-1
230,0,ATTACK,37,0,0,34,,-1,-1
230,0,ATTACK,39,0,0,34,,-1,-1
230,0,ATTACK,42,0,0,34,,-1,-1
230,0,ATTACK,45,0,0,34,,-1,-1
230,1,TRAIN,5,0,0,-1,PAWN,-1,-1
231,0,ATTACK,29,0,0,34,,-1,-1
231,0,ATTACK,30,0,0,34,,-1,-1
233,0,ATTACK,33,0,0,43,,-1,-1
233,0,ATTACK,47,0,0,43,,-1,-1
233,0,ATTACK,41,0,0,43,,-1,-1
233,0,ATTACK,37,0,0,43,,-1,-1
233,0,ATTACK,35,0,0,43,,-1,-1
233,0,ATTACK,39,0,0,43,,-1,-1
233,0,ATTACK,42,0,0,43,,-1,-1
233,0,ATTACK,45,0,0,43,,-1,-1
233,0,ATTACK,50,0,0,43,,-1,-1
234,0,ATTACK,19,0,0,31,,-1,-1
