tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,63,15,-1,BASE,-1,-1
1,1,BUILD,0,6,13,-1,BASE,-1,-1
207,0,TRAIN,4,0,0,-1,PAWN,-1,-1
207,0,BUILD,1,65,20,-1,BARRACKS,-1,-1
211,1,TRAIN,5,0,0,-1,PAWN,-1,-1
211,1,BUILD,0,8,9,-1,ARCHERY,-1,-1
248,0,TRAIN,4,0,0,-1,PAWN,-1,-1
248,0,GATHER,8,0,0,-1,,3,4
252,1,TRAIN,5,0,0,-1,PAWN,-1,-1
252,1,GATHER,9,0,0,-1,,2,5
289,0,GATHER,10,0,0,-1,,3,4
293,1,TRAIN,5,0,0,-1,PAWN,-1,-1
293,1,GATHER,11,0,0,-1,,2,5
334,1,GATHER,12,0,0,-1,,2,5
339,0,TRAIN,4,0,0,-1,PAWN,-1,-1
380,0,GATHER,13,0,0,-1,,3,4
389,0,TRAIN,4,0,0,-1,PAWN,-1,-1
430,0,TRAIN,4,0,0,-1,PAWN,-1,-1
430,0,GATHER,14,0,0,-1,,3,4
452,1,TRAIN,5,0,0,-1,PAWN,-1,-1
471,0,GATHER,15,0,0,-1,,3,4
493,1,GATHER,16,0,0,-1,,2,5
558,0,BUILD,8,61,20,-1,ARCHERY,-1,-1
591,1,GATHER,0,0,0,-1,,2,5
622,1,BUILD,0,12,6,-1,MONASTERY,-1,-1
622,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
628,0,GATHER,1,0,0,-1,,3,4
628,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
672,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
753,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
834,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
