tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,64,22,-1,BASE,-1,-1
1,1,BUILD,0,7,8,-1,BASE,-1,-1
222,0,TRAIN,4,0,0,-1,PAWN,-1,-1
222,0,BUILD,1,66,26,-1,BARRACKS,-1,-1
222,1,TRAIN,5,0,0,-1,PAWN,-1,-1
222,1,BUILD,0,2,13,-1,ARCHERY,-1,-1
263,0,TRAIN,4,0,0,-1,PAWN,-1,-1
263,0,GATHER,8,0,0,-1,,3,4
263,1,TRAIN,5,0,0,-1,PAWN,-1,-1
263,1,GATHER,9,0,0,-1,,2,5
304,0,GATHER,10,0,0,-1,,3,4
304,1,TRAIN,5,0,0,-1,PAWN,-1,-1
304,1,GATHER,11,0,0,-1,,2,5
345,1,GATHER,12,0,0,-1,,2,5
414,0,TRAIN,4,0,0,-1,PAWN,-1,-1
455,0,GATHER,13,0,0,-1,,3,4
471,1,TRAIN,5,0,0,-1,PAWN,-1,-1
475,0,TRAIN,4,0,0,-1,PAWN,-1,-1
512,1,GATHER,14,0,0,-1,,2,5
516,0,GATHER,15,0,0,-1,,3,4
527,0,TRAIN,4,0,0,-1,PAWN,-1,-1
568,0,GATHER,16,0,0,-1,,3,4
644,0,GATHER,1,0,0,-1,,3,4
644,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
652,1,GATHER,0,0,0,-1,,2,5
816,0,BUILD,1,70,17,-1,ARCHERY,-1,-1
834,1,BUILD,0,16,13,-1,MONASTERY,-1,-1
834,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
895,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1001,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1082,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1163,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1245,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1291,1,GATHER,0,0,0,-1,,2,5
1291,1,TRAIN,19,0,0,-1,MONK,-1,-1
1317,0,BUILD,1,64,13,-1,MONASTERY,-1,-1
1317,0,TRAIN,18,0,0,-1,ARCHER,-1,-1
1337,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1418,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1443,1,TRAIN,19,0,0,-1,MONK,-1,-1
1526,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1607,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1607,1,ATTACK,20,0,0,17,,-1,-1
1607,1,ATTACK,21,0,0,27,,-1,-1
1607,1,ATTACK,22,0,0,16,,-1,-1
1607,1,ATTACK,23,0,0,8,,-1,-1
1607,1,ATTACK,25,0,0,10,,-1,-1
