tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,62,22,-1,BASE,-1,-1
1,1,BUILD,0,15,18,-1,BASE,-1,-1
23,0,TRAIN,4,0,0,-1,PAWN,-1,-1
23,0,BUILD,1,69,21,-1,BARRACKS,-1,-1
27,0,TRAIN,4,0,0,-1,PAWN,-1,-1
27,0,GATHER,7,0,0,-1,,3,4
31,0,GATHER,8,0,0,-1,,3,4
41,0,TRAIN,4,0,0,-1,PAWN,-1,-1
41,1,TRAIN,5,0,0,-1,PAWN,-1,-1
41,1,BUILD,0,22,21,-1,ARCHERY,-1,-1
45,0,GATHER,10,0,0,-1,,3,4
45,1,TRAIN,5,0,0,-1,PAWN,-1,-1
45,1,GATHER,11,0,0,-1,,2,5
47,0,TRAIN,4,0,0,-1,PAWN,-1,-1
49,1,TRAIN,5,0,0,-1,PAWN,-1,-1
49,1,GATHER,12,0,0,-1,,2,5
51,0,TRAIN,4,0,0,-1,PAWN,-1,-1
51,0,GATHER,13,0,0,-1,,3,4
53,1,GATHER,14,0,0,-1,,2,5
55,0,GATHER,15,0,0,-1,,3,4
63,1,TRAIN,5,0,0,-1,PAWN,-1,-1
67,0,GATHER,1,0,0,-1,,3,4
67,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
67,1,GATHER,16,0,0,-1,,2,5
75,0,BUILD,1,64,26,-1,ARCHERY,-1,-1
99,1,BUILD,0,10,10,-1,MONASTERY,-1,-1
99,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
107,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
114,0,BUILD,1,68,17,-1,MONASTERY,-1,-1
114,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
115,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
123,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
131,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
139,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
147,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
155,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
163,1,GATHER,0,0,0,-1,,2,5
163,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
163,1,TRAIN,19,0,0,-1,MONK,-1,-1
163,1,ATTACK,20,0,0,23,,-1,-1
163,1,ATTACK,22,0,0,18,,-1,-1
163,1,ATTACK,24,0,0,13,,-1,-1
163,1,ATTACK,25,0,0,10,,-1,-1
163,1,ATTACK,26,0,0,8,,-1,-1
163,1,ATTACK,27,0,0,7,,-1,-1
163,1,ATTACK,28,0,0,15,,-1,-1
163,1,ATTACK,29,0,0,1,,-1,-1
168,0,GATHER,1,0,0,-1,,3,4
168,0,TRAIN,21,0,0,-1,MONK,-1,-1
168,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
168,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
173,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
173,1,TRAIN,19,0,0,-1,MONK,-1,-1
173,1,ATTACK,30,0,0,23,,-1,-1
178,0,MOVE,33,64,24,-1,,-1,-1
179,0,MOVE,33,64,24,-1,,-1,-1
180,0,MOVE,33,64,24,-1,,-1,-1
181,0,MOVE,33,64,24,-1,,-1,-1
181,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
182,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
182,0,MOVE,33,65,22,-1,,-1,-1
182,0,ATTACK,18,0,0,28,,-1,-1
182,0,ATTACK,35,0,0,28,,-1,-1
182,0,ATTACK,23,0,0,28,,-1,-1
182,0,ATTACK,32,0,0,28,,-1,-1
182,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
182,0,TRAIN,21,0,0,-1,MONK,-1,-1
188,0,TRAIN,4,0,0,-1,PAWN,-1,-1
188,1,ATTACK,28,0,0,32,,-1,-1
188,1,ATTACK,29,0,0,13,,-1,-1
189,0,HEAL,33,0,0,32,,-1,-1
189,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
189,1,ATTACK,26,0,0,13,,-1,-1
190,0,ATTACK,38,0,0,20,,-1,-1
190,1,HEAL,31,0,0,28,,-1,-1
190,1,HEAL,36,0,0,28,,-1,-1
193,0,TRAIN,4,0,0,-1,PAWN,-1,-1
193,0,GATHER,39,0,0,-1,,3,4
193,0,HEAL,40,0,0,32,,-1,-1
193,1,ATTACK,24,0,0,18,,-1,-1
193,1,ATTACK,26,0,0,15,,-1,-1
195,0,HEAL,33,0,0,23,,-1,-1
195,0,HEAL,40,0,0,23,,-1,-1
195,1,ATTACK,28,0,0,18,,-1,-1
195,1,ATTACK,29,0,0,39,,-1,-1
196,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
196,0,ATTACK,41,0,0,20,,-1,-1
196,1,ATTACK,22,0,0,18,,-1,-1
196,1,ATTACK,25,0,0,35,,-1,-1
196,1,ATTACK,27,0,0,39,,-1,-1
196,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
197,0,TRAIN,4,0,0,-1,PAWN,-1,-1
197,0,GATHER,42,0,0,-1,,3,4
197,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
201,0,GATHER,44,0,0,-1,,3,4
204,0,TRAIN,4,0,0,-1,PAWN,-1,-1
204,0,ATTACK,23,0,0,24,,-1,-1
204,0,ATTACK,38,0,0,24,,-1,-1
204,0,ATTACK,45,0,0,25,,-1,-1
204,0,ATTACK,41,0,0,24,,-1,-1
204,1,ATTACK,26,0,0,18,,-1,-1
205,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
208,0,GATHER,47,0,0,-1,,3,4
208,0,ATTACK,45,0,0,24,,-1,-1
209,0,ATTACK,35,0,0,24,,-1,-1
210,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
210,0,ATTACK,48,0,0,24,,-1,-1
210,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
213,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
214,0,ATTACK,45,0,0,26,,-1,-1
214,0,ATTACK,48,0,0,26,,-1,-1
214,0,ATTACK,41,0,0,26,,-1,-1
215,0,ATTACK,48,0,0,22,,-1,-1
215,0,ATTACK,41,0,0,22,,-1,-1
215,0,ATTACK,35,0,0,22,,-1,-1
215,0,ATTACK,23,0,0,22,,-1,-1
215,0,ATTACK,38,0,0,22,,-1,-1
215,0,ATTACK,45,0,0,22,,-1,-1
215,1,ATTACK,27,0,0,41,,-1,-1
215,1,ATTACK,28,0,0,7,,-1,-1
215,1,ATTACK,29,0,0,42,,-1,-1
216,1,ATTACK,22,0,0,41,,-1,-1
218,0,ATTACK,50,0,0,22,,-1,-1
221,1,TRAIN,9,0,0,-1,ARCHER,-1,-1
221,1,ATTACK,30,0,0,41,,-1,-1
224,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
224,0,ATTACK,52,0,0,22,,-1,-1
