tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,63,15,-1,BASE,-1,-1
1,1,BUILD,0,6,13,-1,BASE,-1,-1
79,0,TRAIN,4,0,0,-1,PAWN,-1,-1
79,0,BUILD,1,65,20,-1,BARRACKS,-1,-1
85,1,TRAIN,5,0,0,-1,PAWN,-1,-1
85,1,BUILD,0,8,9,-1,ARCHERY,-1,-1
86,0,TRAIN,4,0,0,-1,PAWN,-1,-1
86,0,GATHER,8,0,0,-1,,3,4
91,1,TRAIN,5,0,0,-1,PAWN,-1,-1
91,1,GATHER,9,0,0,-1,,2,5
92,0,GATHER,10,0,0,-1,,3,4
97,1,TRAIN,5,0,0,-1,PAWN,-1,-1
97,1,GATHER,11,0,0,-1,,2,5
101,0,TRAIN,4,0,0,-1,PAWN,-1,-1
103,1,GATHER,12,0,0,-1,,2,5
107,0,GATHER,13,0,0,-1,,3,4
109,0,TRAIN,4,0,0,-1,PAWN,-1,-1
115,0,TRAIN,4,0,0,-1,PAWN,-1,-1
115,0,GATHER,14,0,0,-1,,3,4
121,0,GATHER,15,0,0,-1,,3,4
122,1,TRAIN,5,0,0,-1,PAWN,-1,-1
128,1,GATHER,16,0,0,-1,,2,5
133,0,BUILD,8,61,20,-1,ARCHERY,-1,-1
140,1,GATHER,0,0,0,-1,,2,5
141,0,GATHER,1,0,0,-1,,3,4
142,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
149,1,BUILD,0,12,6,-1,MONASTERY,-1,-1
149,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
157,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
162,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
169,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
181,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
182,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
191,0,BUILD,8,53,26,-1,MONASTERY,-1,-1
192,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
193,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
202,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
204,0,ATTACK,19,0,0,12,,-1,-1
204,0,ATTACK,22,0,0,12,,-1,-1
204,0,ATTACK,25,0,0,12,,-1,-1
204,0,ATTACK,26,0,0,12,,-1,-1
205,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
205,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
208,1,GATHER,0,0,0,-1,,2,5
208,1,TRAIN,18,0,0,-1,MONK,-1,-1
217,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
217,0,ATTACK,29,0,0,12,,-1,-1
217,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
222,0,ATTACK,30,0,0,12,,-1,-1
222,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
223,1,TRAIN,18,0,0,-1,MONK,-1,-1
229,0,ATTACK,33,0,0,12,,-1,-1
229,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
229,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
244,0,ATTACK,36,0,0,12,,-1,-1
244,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
244,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
246,0,ATTACK,37,0,0,12,,-1,-1
246,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
260,0,ATTACK,39,0,0,12,,-1,-1
260,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
260,1,ATTACK,20,0,0,26,,-1,-1
260,1,ATTACK,24,0,0,26,,-1,-1
260,1,ATTACK,28,0,0,26,,-1,-1
260,1,ATTACK,35,0,0,26,,-1,-1
260,1,ATTACK,38,0,0,26,,-1,-1
260,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
266,0,ATTACK,30,0,0,9,,-1,-1
266,0,ATTACK,37,0,0,9,,-1,-1
266,0,ATTACK,29,0,0,9,,-1,-1
266,0,ATTACK,33,0,0,9,,-1,-1
266,0,ATTACK,36,0,0,9,,-1,-1
266,0,ATTACK,39,0,0,9,,-1,-1
266,1,TRAIN,5,0,0,-1,PAWN,-1,-1
267,0,ATTACK,26,0,0,9,,-1,-1
267,0,ATTACK,19,0,0,9,,-1,-1
267,0,ATTACK,22,0,0,9,,-1,-1
267,0,ATTACK,25,0,0,9,,-1,-1
274,1,GATHER,40,0,0,-1,,2,5
275,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
275,0,ATTACK,41,0,0,9,,-1,-1
276,0,ATTACK,43,0,0,9,,-1,-1
276,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
276,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
282,0,ATTACK,41,0,0,11,,-1,-1
282,0,ATTACK,30,0,0,11,,-1,-1
282,0,ATTACK,37,0,0,11,,-1,-1
282,0,ATTACK,29,0,0,11,,-1,-1
282,0,ATTACK,33,0,0,11,,-1,-1
282,0,ATTACK,36,0,0,11,,-1,-1
282,0,ATTACK,39,0,0,11,,-1,-1
282,0,ATTACK,43,0,0,11,,-1,-1
282,1,TRAIN,5,0,0,-1,PAWN,-1,-1
283,0,ATTACK,19,0,0,11,,-1,-1
283,0,ATTACK,22,0,0,11,,-1,-1
283,0,ATTACK,25,0,0,11,,-1,-1
288,1,ATTACK,35,0,0,19,,-1,-1
288,1,ATTACK,42,0,0,19,,-1,-1
290,0,GATHER,8,0,0,-1,,3,4
290,1,GATHER,44,0,0,-1,,2,5
290,0,TRAIN,23,0,0,-1,MONK,-1,-1
291,1,ATTACK,28,0,0,19,,-1,-1
292,0,ATTACK,46,0,0,11,,-1,-1
292,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
292,1,ATTACK,45,0,0,19,,-1,-1
292,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
293,1,ATTACK,24,0,0,19,,-1,-1
295,0,ATTACK,33,0,0,35,,-1,-1
295,0,ATTACK,41,0,0,35,,-1,-1
295,0,ATTACK,37,0,0,35,,-1,-1
295,0,ATTACK,36,0,0,35,,-1,-1
295,0,ATTACK,39,0,0,35,,-1,-1
295,0,ATTACK,43,0,0,35,,-1,-1
295,0,ATTACK,46,0,0,35,,-1,-1
295,1,TRAIN,5,0,0,-1,PAWN,-1,-1
295,1,ATTACK,20,0,0,19,,-1,-1
296,0,ATTACK,29,0,0,35,,-1,-1
296,0,ATTACK,19,0,0,35,,-1,-1
296,0,ATTACK,22,0,0,35,,-1,-1
296,0,ATTACK,25,0,0,35,,-1,-1
296,0,ATTACK,30,0,0,35,,-1,-1
299,1,HEAL,31,0,0,35,,-1,-1
299,1,HEAL,34,0,0,35,,-1,-1
299,1,ATTACK,27,0,0,19,,-1,-1
299,1,ATTACK,32,0,0,22,,-1,-1
299,1,ATTACK,38,0,0,25,,-1,-1
303,1,GATHER,47,0,0,-1,,2,5
304,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
304,0,ATTACK,48,0,0,35,,-1,-1
308,0,ATTACK,50,0,0,35,,-1,-1
308,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
308,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
309,0,ATTACK,33,0,0,40,,-1,-1
309,0,ATTACK,36,0,0,40,,-1,-1
309,0,ATTACK,41,0,0,40,,-1,-1
309,0,ATTACK,25,0,0,40,,-1,-1
309,0,ATTACK,30,0,0,40,,-1,-1
309,0,ATTACK,37,0,0,40,,-1,-1
309,0,ATTACK,48,0,0,40,,-1,-1
309,0,ATTACK,29,0,0,40,,-1,-1
309,0,ATTACK,39,0,0,40,,-1,-1
309,0,ATTACK,43,0,0,40,,-1,-1
309,0,ATTACK,46,0,0,40,,-1,-1
309,0,ATTACK,50,0,0,40,,-1,-1
310,0,TRAIN,23,0,0,-1,MONK,-1,-1
310,0,HEAL,51,0,0,19,,-1,-1
310,0,ATTACK,19,0,0,40,,-1,-1
310,0,ATTACK,22,0,0,40,,-1,-1
316,1,ATTACK,49,0,0,25,,-1,-1
320,0,ATTACK,33,0,0,27,,-1,-1
320,0,ATTACK,36,0,0,27,,-1,-1
320,0,ATTACK,39,0,0,27,,-1,-1
320,0,ATTACK,41,0,0,27,,-1,-1
