tick,agent,type,unit,target_x,target_y,target_unit,building_type,mine,base
1,0,BUILD,1,63,15,-1,BASE,-1,-1
1,1,BUILD,0,6,13,-1,BASE,-1,-1
261,0,TRAIN,4,0,0,-1,PAWN,-1,-1
261,0,BUILD,1,65,20,-1,BARRACKS,-1,-1
301,1,TRAIN,5,0,0,-1,PAWN,-1,-1
301,1,BUILD,0,8,9,-1,ARCHERY,-1,-1
302,0,TRAIN,4,0,0,-1,PAWN,-1,-1
302,0,GATHER,8,0,0,-1,,3,4
342,1,TRAIN,5,0,0,-1,PAWN,-1,-1
342,1,GATHER,9,0,0,-1,,2,5
343,0,GATHER,10,0,0,-1,,3,4
383,1,TRAIN,5,0,0,-1,PAWN,-1,-1
383,1,GATHER,11,0,0,-1,,2,5
393,0,TRAIN,4,0,0,-1,PAWN,-1,-1
424,1,GATHER,12,0,0,-1,,2,5
434,0,GATHER,13,0,0,-1,,3,4
443,0,TRAIN,4,0,0,-1,PAWN,-1,-1
484,0,TRAIN,4,0,0,-1,PAWN,-1,-1
484,0,GATHER,14,0,0,-1,,3,4
525,0,GATHER,15,0,0,-1,,3,4
542,1,TRAIN,5,0,0,-1,PAWN,-1,-1
583,1,GATHER,16,0,0,-1,,2,5
612,0,BUILD,8,61,20,-1,ARCHERY,-1,-1
681,1,GATHER,0,0,0,-1,,2,5
682,0,GATHER,1,0,0,-1,,3,4
682,0,TRAIN,6,0,0,-1,WARRIOR,-1,-1
712,1,BUILD,0,12,6,-1,MONASTERY,-1,-1
712,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
762,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
843,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
924,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1005,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
1012,0,BUILD,8,53,26,-1,MONASTERY,-1,-1
1012,0,TRAIN,17,0,0,-1,ARCHER,-1,-1
1086,1,TRAIN,7,0,0,-1,ARCHER,-1,-1
